"Date","FNSKU","ASIN","MSKU","Title","Event Type","Reference ID","Quantity","Fulfillment Center","Disposition","Reason","Country","Reconciled Quantity","Unreconciled Quantity","Date and Time"
"10/31/2023","X003U37QST","B0C68ZR18G","Auto-Bag-Suede-Black-Set","CONEATI Car Storage Pocket Organizer Between Seats Purse Holder for Car Between front Seats Car Handbag Holder with 4 Pcs Seat Headrest Hook, 2 Pcs Cup Holder Coaster and 2 Pcs Seat Belt Cover","Shipments","","-1","GYR1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U30AZ5","B0C68YWYPN","Auto-Bag-Suede-Grey","CONEATI Car Storage Pocket Between Seats Purse Holder for Car Between front Seats Car Handbag Holder Between Seats with 4 Pcs Seat Headrest Hook","Shipments","","-1","SAT3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U30AZ5","B0C68YWYPN","Auto-Bag-Suede-Grey","CONEATI Car Storage Pocket Between Seats Purse Holder for Car Between front Seats Car Handbag Holder Between Seats with 4 Pcs Seat Headrest Hook","Shipments","","-1","SAT3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","SAT3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","1","PSP1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-2","LGB3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","-1","LEX2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","-1","IND8","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","DET6","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","2","DET3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","DET3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-2","DEN3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","-2","CVG2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","WhseTransfers","","-1","CMH1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","CMH1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","CLE2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003U2V3NT","B0C69RGV1W","BE-W3LE-59Z4","1TO3GO【Upgrade】 Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","Shipments","","-1","CAE1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMOTOB","B0C2ZBSM12","4U-GGNP-22F6","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Gray)","Shipments","","-1","VGT1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMOTOB","B0C2ZBSM12","4U-GGNP-22F6","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Gray)","Shipments","","-1","TPA1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMOTOB","B0C2ZBSM12","4U-GGNP-22F6","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Gray)","Shipments","","-1","MDW7","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMOTOB","B0C2ZBSM12","4U-GGNP-22F6","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Gray)","Shipments","","-1","BFL1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMO8PV","B0C2Z6W4PC","2F-8PCN-YPAO","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (2 Pairs - Blue)","Shipments","","-1","OKC1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMBGKB","B0C2YXVGR7","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","Shipments","","-1","SLC1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMBGKB","B0C2YXVGR7","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","Shipments","","-1","SAT2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMBGKB","B0C2YXVGR7","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","Shipments","","-1","PCW1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMBGKB","B0C2YXVGR7","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","WhseTransfers","","-1","FAT1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SMBGKB","B0C2YXVGR7","9B-VS2B-VRE4","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","Shipments","","-1","BHM1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","Shipments","","-1","TUL2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","WhseTransfers","","1","SLC1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","WhseTransfers","","5","PAE2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","Shipments","","-1","MIA1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","Shipments","","-1","HOU6","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003SARIMN","B0C27BLGV1","OO-7IRG-7LLM","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","Shipments","","-1","DET3","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","WhseTransfers","","1","PSP1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","WhseTransfers","","-1","OAK4","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","MKE2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","MKE1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","MKC6","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","LAS7","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","WhseTransfers","","1","FAT1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","FAT1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","DEN4","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","CMH1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","CMH1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","CLT4","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","BWI2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","WhseTransfers","","-5","BHM1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003RX73ZX","B0C1B86RC9","10-Pack-Adhesive punch","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","Shipments","","-1","ATL2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003QCAYMT","B0BWXSMV94","Dumpling2-2pack","365Home【Upgrade】2-Pack 2 in 1 Dumpling Maker Press, Dumpling Skin Maker Machine, Empanada Maker Press, Multifunctional DIY Manual Dumpling Press Mold Set (Blue, Green)","CustomerReturns","","1","IND8","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","VGT1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","1","TPA1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","STL8","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","SMF1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","SMF1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","SAT2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","-2","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","-1","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","RIC2","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","1","PHX6","DEFECTIVE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","CustomerReturns","","1","PGA1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","1","PCW1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","PCW1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","MTN1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","WhseTransfers","","1","MCO1","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","Shipments","","-1","LAS7","SELLABLE",,"US","","","2023-10-31T00:00:00-0700"
"10/31/2023","X003KD97CR","B0BPHZ362T","4pack-chargerprotector","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger, 1.65 * 1.1 inches (Charger not Included)","CustomerReturns","","1","IND8","CUSTOMER_DAMAGED",,"US","","","2023-10-31T00:00:00-0700"
