"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B08ZNH5HQP","X002UDI1VV","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 White)","AKC1","US","8.11","4.84","2.56","inches","0.15","pounds","0.0582","cubic feet","Standard-Size","1.0","0.0","0.0582","2023-08","10.6","weeks","0.87","0.0","USD","0.0506","--","N","N","0.0","--","0.0"
"B0B42L59Q7","X003A8B6O9","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin, Roller Cutter and Manual Instruction","AKC1","US","13.66","10.47","1.3","inches","0.95","pounds","0.1076","cubic feet","Standard-Size","0.03","0.0","0.0035","2023-08","10.6","weeks","0.87","0.0","USD","0.003","--","N","N","0.0","--","0.0"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","AKC1","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","0.03","0.0","0.0016","2023-08","10.6","weeks","0.87","0.0","USD","0.0014","--","N","N","0.0","--","0.0"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","AKC1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.16","0.0","0.0056","2023-08","10.6","weeks","0.87","0.0","USD","0.0049","--","N","N","0.0","--","0.1"
"B0C2ZBSM12","X003SMOTOB","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Gray)","AKC1","US","7.36","5.79","1.73","inches","0.4","pounds","0.0427","cubic feet","Standard-Size","0.03","0.0","0.0014","2023-08","10.6","weeks","0.87","0.0","USD","0.0012","--","N","N","0.0","--","0.0"
"B0C69RGV1W","X003U2V3NT","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","AKC1","US","7.72","6.54","1.26","inches","0.44","pounds","0.0368","cubic feet","Standard-Size","0.03","0.0","0.0012","2023-08","10.6","weeks","0.87","0.0","USD","0.001","--","N","N","0.0","--","0.0"
"B0CBPT7FXX","X003W3V6ZV","VNFLY 2-Pack Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spill-proof Stopper Set 1.0 & 2.0 (Black+Blue)","AKC1","US","6.46","5.16","2.36","inches","0.42","pounds","0.0455","cubic feet","Standard-Size","0.29","0.0","0.0","2023-08","10.6","weeks","0.87","0.0","USD","0.0","--","N","N","0.01149874790322581","FBA_NEW_SELECTION:0.0115","0.0"
"B07JCQ6BBC","X001X3C7U5","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (1.8 x 1.27 inches)","ATL2","US","2.8","2.68","1.18","inches","0.04","pounds","0.0051","cubic feet","Standard-Size","0.58","0.0","0.0026","2023-08","10.6","weeks","0.87","0.0","USD","0.0023","--","N","N","0.0","--","0.06"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","2.58","0.0","0.021","2023-08","10.6","weeks","0.87","0.0","USD","0.0183","--","N","N","0.0","--","0.13"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","ATL2","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","1.87","0.0","0.0066","2023-08","10.6","weeks","0.87","0.0","USD","0.0057","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","ATL2","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","34.42","0.0","0.5223","2023-08","10.6","weeks","0.87","0.0","USD","0.4544","--","N","N","0.0","--","0.0"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom (1 Black & 1 White)","ATL2","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","16.0","0.0","0.7415","2023-08","10.6","weeks","0.87","0.0","USD","0.6428","--","N","N","0.0","--","0.0"
"B072JN8C2Q","X002UDBVHR","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 White)","ATL2","US","7.99","5.0","3.11","inches","0.29","pounds","0.0719","cubic feet","Standard-Size","3.68","0.0","0.2644","2023-08","10.6","weeks","0.87","0.0","USD","0.23","--","N","N","0.0","--","0.0"
"B09362BYFC","X002VN8FIT","365Home 2-Pack Rattan Napkin Holder Square Napkin Holder Basket Napkin Holder Bar Cocktail Napkin Holder 7.5"" x 7.5"" x 2.5"" and Set 6 Pieces Nature Rattan Coasters Handwoven Coasters 4"" Round","ATL2","US","10.47","4.33","1.65","inches","0.62","pounds","0.0434","cubic feet","Standard-Size","0.58","0.0","0.0252","2023-08","10.6","weeks","0.87","0.0","USD","0.0219","--","N","N","0.0","--","0.0"
"B09FPZNRX9","X0030CGYG5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","ATL2","US","4.88","3.62","2.8","inches","0.13","pounds","0.0286","cubic feet","Standard-Size","0.13","0.0","0.0028","2023-08","10.6","weeks","0.87","0.0","USD","0.0024","--","N","N","0.0","--","0.03"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","ATL2","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","0.03","0.0","0.0016","2023-08","10.6","weeks","0.87","0.0","USD","0.0014","--","N","N","0.0","--","0.0"
"B0BG39X4ZF","X003K6AQYR","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","ATL2","US","7.6","6.5","1.18","inches","0.42","pounds","0.0337","cubic feet","Standard-Size","0.42","0.0","0.0098","2023-08","10.6","weeks","0.87","0.0","USD","0.0085","--","N","N","0.0","--","0.13"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (White & Gray)","ATL2","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","0.13","0.0","0.0018","2023-08","10.6","weeks","0.87","0.0","USD","0.0016","--","N","N","0.0","--","0.0"
