"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 In 1 Silicone Charger Protector with Cord Wrap, Iphone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger - 1.65 x 1.1 inches (Charger not Included)","ACY1","US","8.27","5.83","1.46","inches","0.35","pounds","0.0407","cubic feet","Standard-Size","3.03","0.0","0.0923","2023-11","11.7","weeks","2.4","0.0","USD","0.2216","--","N","N","0.0","--","0.8"
"B0C1B86RC9","X003RX73ZX","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","ACY1","US","8.98","6.38","1.3","inches","0.49","pounds","0.0431","cubic feet","Standard-Size","2.77","0.0","0.1135","2023-11","11.7","weeks","2.4","0.0","USD","0.2724","--","N","N","0.0","--","0.13"
"B0C2YXVGR7","X003SMBGKB","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (1 Pair - Blue)","ACY1","US","7.24","5.91","1.81","inches","0.4","pounds","0.0448","cubic feet","Standard-Size","0.23","0.0","0.009","2023-11","11.7","weeks","2.4","0.0","USD","0.0215","--","N","N","0.0","--","0.03"
"B0C69RGV1W","X003U2V3NT","1TO3GO?Upgrade? Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","ACY1","US","7.72","6.54","1.26","inches","0.44","pounds","0.0368","cubic feet","Standard-Size","0.03","0.0","0.0012","2023-11","11.7","weeks","2.4","0.0","USD","0.0029","--","N","N","0.0","--","0.0"
"B0CBPT7FXX","X003W3V6ZV","VNFLY 2-Pack Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spill-Proof Stopper Set 1.0 & 2.0 (Black+Blue)","ACY1","US","6.46","5.16","2.36","inches","0.42","pounds","0.0455","cubic feet","Standard-Size","1.53","0.0","0.0698","2023-11","11.7","weeks","2.4","0.0","USD","0.1675","--","N","N","0.0","--","0.0"
"B0CBPVMXT7","X003W40SOP","VNFLY Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spill-Proof Stopper Set 1.0 & 2.0 (Black)","ACY1","US","5.0","3.0","0.75","inches","0.1","pounds","0.0065","cubic feet","Standard-Size","0.3","0.0","0.002","2023-11","11.7","weeks","2.4","0.0","USD","0.0047","--","N","N","0.0","--","0.0"
"B0CHY6YG5S","X003YRL9PR","VNFLY Upgrade Snack Bowl for Stanley Cup 40 oz Tumbler with 5 Compartments, Stanley Cup Snack Tray, Silicone Reusable Stanley Cup Snack Holder, Stanley Bowl Accessories (Beige)","ACY1","US","8.19","7.8","2.01","inches","0.42","pounds","0.0743","cubic feet","Standard-Size","1.9","0.0","0.0025","2023-11","11.7","weeks","2.4","0.0","USD","0.0059","--","N","N","0.3328962","FBA_NEW_SELECTION:0.3329","0.0"
"B0CHY6VZ3B","X003YRON5P","VNFLY Upgrade Snack Bowl for Stanley 40 oz Tumbler with 5 Compartments, Stanley Cup Snack Tray, Silicone Reusable Stanley Cup Snack Holder, Stanley Bowl Accessories (Black)","ACY1","US","5.0","5.0","1.0","inches","0.5","pounds","0.0145","cubic feet","Standard-Size","0.2","0.0","0.0","2023-11","11.7","weeks","2.4","0.0","USD","0.0","--","N","N","0.006944444444444445","FBA_NEW_SELECTION:0.0069","0.0"
"B0CJ2ZCVL2","X003YTJNVR","365Home 2-Pack Upgrade Silicone Headphone Organizer, Data Cable Storage Case, Portable Wired Earphone Pouch for Cell Phone Accessories, Storing Earbud, USB Flash Driver, Keys, Mini Lipstick","ACY1","US","5.16","4.84","1.34","inches","0.2","pounds","0.0194","cubic feet","Standard-Size","17.7","0.0","0.2737","2023-11","11.7","weeks","2.4","0.0","USD","0.6569","--","N","N","0.16268046666666666","FBA_NEW_SELECTION:0.1627","0.07"
"B07RYPBYPV","X0026HUHVX","VNFLY Magnetic Hammer Shaped Beer Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","AFW1","US","6.69","3.82","2.2","inches","0.35","pounds","0.0325","cubic feet","Standard-Size","1.83","0.0","0.0575","2023-11","11.7","weeks","2.4","0.0","USD","0.138","--","N","N","0.0","--","0.07"
"B07Y8CDXX7","X002BMAK6F","365Home 3-Pack Bronze Glove Keychain Silver Hammer Keychain Red Glove Keychain, Cool Gifts for Men, Husband, Boyfriend","AFW1","US","5.16","4.65","1.22","inches","0.04","pounds","0.0169","cubic feet","Standard-Size","0.37","0.0","0.0062","2023-11","11.7","weeks","2.4","0.0","USD","0.0149","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","AFW1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","19.83","0.0","0.069","2023-11","11.7","weeks","2.4","0.0","USD","0.1656","--","N","N","0.0","--","0.2"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom (1 Black & 1 White)","AFW1","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","0.57","0.0","0.0263","2023-11","11.7","weeks","2.4","0.0","USD","0.063","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","AFW1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","14.9","0.0","0.6284","2023-11","11.7","weeks","2.4","0.0","USD","1.5085","--","N","N","0.0","--","0.0"
"B07JD2H5KC","X001X335DX","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (2 x 1.4 inches)","AGS1","US","4.65","3.31","0.94","inches","0.04","pounds","0.0084","cubic feet","Standard-Size","0.2","0.0","0.0017","2023-11","11.7","weeks","2.4","0.0","USD","0.004","--","N","N","0.0","--","0.0"
"B07V1RBC2X","X0028O2PTV","VNFLY Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","AGS1","US","4.53","3.46","0.87","inches","0.09","pounds","0.0079","cubic feet","Standard-Size","0.27","0.0","0.0021","2023-11","11.7","weeks","2.4","0.0","USD","0.0051","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","AGS1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","0.77","0.0","0.0027","2023-11","11.7","weeks","2.4","0.0","USD","0.0065","--","N","N","0.0","--","0.0"
"B09644ZKN9","X0032LIU4D","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","AGS1","US","11.74","6.54","4.89","inches","2.09","pounds","0.2173","cubic feet","Standard-Size","28.8","0.0","6.1851","2023-11","11.7","weeks","2.4","0.0","USD","14.8406","--","N","N","0.0","--","0.33"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (Charger not Included)","AGS1","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","10.53","0.0","0.1494","2023-11","11.7","weeks","2.4","0.0","USD","0.3587","--","N","N","0.0","--","0.07"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 In 1 Silicone Charger Protector with Cord Wrap, Iphone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with 18W/20W Charger - 1.65 x 1.1 inches (Charger not Included)","AGS1","US","8.27","5.83","1.46","inches","0.35","pounds","0.0407","cubic feet","Standard-Size","0.3","0.0","0.0122","2023-11","11.7","weeks","2.4","0.0","USD","0.0293","--","N","N","0.0","--","0.0"
"B0CJ2ZCVL2","X003YTJNVR","365Home 2-Pack Upgrade Silicone Headphone Organizer, Data Cable Storage Case, Portable Wired Earphone Pouch for Cell Phone Accessories, Storing Earbud, USB Flash Driver, Keys, Mini Lipstick","AGS1","US","5.16","4.84","1.34","inches","0.2","pounds","0.0194","cubic feet","Standard-Size","2.0","0.0","0.0316","2023-11","11.7","weeks","2.4","0.0","USD","0.0759","--","N","N","0.015493377777777775","FBA_NEW_SELECTION:0.0155","0.03"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AKC1","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","5.0","0.0","0.2099","2023-11","11.7","weeks","2.4","0.0","USD","0.5037","--","N","N","0.0","--","0.17"
"B07XX6TFN3","X002BC0MVN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AKC1","US","9.61","5.0","2.09","inches","0.44","pounds","0.0581","cubic feet","Standard-Size","1.0","0.0","0.0562","2023-11","11.7","weeks","2.4","0.0","USD","0.1348","--","N","N","0.0","--","0.03"
"B085LBD2JD","X002HF85EF","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","AKC1","US","4.13","3.46","0.87","inches","0.22","pounds","0.0072","cubic feet","Standard-Size","0.8","0.0","0.0058","2023-11","11.7","weeks","2.4","0.0","USD","0.0138","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","AKC1","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","0.03","0.0","5.0E-4","2023-11","11.7","weeks","2.4","0.0","USD","0.0012","--","N","N","0.0","--","0.0"
"B08HWTY667","X002NAFPDX","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","AKC1","US","2.0","2.0","0.4","inches","0.05","pounds","9.0E-4","cubic feet","Standard-Size","0.07","0.0","0.0","2023-11","11.7","weeks","2.4","0.0","USD","1.0E-4","--","N","N","0.0","--","0.03"
"B08HWTQCLL","X002NATMU5","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","AKC1","US","2.28","1.73","0.55","inches","0.04","pounds","0.0013","cubic feet","Standard-Size","3.0","0.0","0.0038","2023-11","11.7","weeks","2.4","0.0","USD","0.009","--","N","N","0.0","--","0.0"
"B08Y5PSHJ9","X002TPQ8ZL","365Home Multifunction Barbecue Meat Skewer Machine BBQ Meat String Device Quick Portable Meat Skewer Box Easy Skewer Tools Kebab Maker BBQ Gadget","AKC1","US","7.4","5.24","1.61","inches","0.24","pounds","0.0361","cubic feet","Standard-Size","1.0","0.0","0.0361","2023-11","11.7","weeks","2.4","0.0","USD","0.0867","--","N","N","0.0","--","0.0"
"B09644ZKN9","X0032LIU4D","365Home Bamboo Silverware Organizer Countertop, Flatware Caddy, Bamboo Utensil Holder for Party, Kitchen Table, Farmhouse","AKC1","US","11.74","6.54","4.89","inches","2.09","pounds","0.2173","cubic feet","Standard-Size","0.47","0.0","0.0652","2023-11","11.7","weeks","2.4","0.0","USD","0.1564","--","N","N","0.0","--","0.17"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (Charger not Included)","AKC1","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","10.73","0.0","0.1452","2023-11","11.7","weeks","2.4","0.0","USD","0.3484","--","N","N","0.0","--","0.57"
"B0BPHZT4JJ","X003KD945H","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (Charger not Included)","AKC1","US","4.13","3.31","1.46","inches","0.2","pounds","0.0116","cubic feet","Standard-Size","0.23","0.0","4.0E-4","2023-11","11.7","weeks","2.4","0.0","USD","9.0E-4","--","N","N","0.0","--","0.2"
"B0C5976FHZ","X003TO2KL7","VNFLY 3-Pack Automatic Rebound Abdominal Wheel, Ab Roller Wheel Automatic Rebound with 2 Knee Pads, 2 Push-up Bars, 2 Resistance Bands, and Detailed Traning Guide","AKC1","US","11.57","8.54","7.52","inches","4.94","pounds","0.43","cubic feet","Standard-Size","4.2","0.0","1.7917","2023-11","11.7","weeks","2.4","0.0","USD","4.3","--","N","N","0.0","--","0.03"
"B0CBPT7FXX","X003W3V6ZV","VNFLY 2-Pack Upgrade Water Bottle Pouch for Stanley, Tumbler Pouch with Pocket for Stanley Fanny Pack 18 to 40 oz, Stanley Cup Pouch with Silicone Spill-Proof Stopper Set 1.0 & 2.0 (Black+Blue)","AKC1","US","6.46","5.16","2.36","inches","0.42","pounds","0.0455","cubic feet","Standard-Size","0.1","0.0","0.0046","2023-11","11.7","weeks","2.4","0.0","USD","0.0109","--","N","N","0.0","--","0.0"
"B0CHNR5PGC","X003YLXCFX","VNFLY Elbow Support Automatic Rebound Abdominal Wheel, Ab Roller Wheel for Core Workout with Knee Pad, and Training Guide for Men and Women (Black)","AKC1","US","15.79","9.65","7.4","inches","4.89","pounds","0.6525","cubic feet","Standard-Size","3.67","0.0","2.1968","2023-11","11.7","weeks","2.4","0.0","USD","5.2724","--","N","N","0.20880812962962964","FBA_NEW_SELECTION:0.2088","0.17"
"B0CHNSJL7J","X003YM34MX","VNFLY Upgrade Support Automatic Rebound Abdominal Wheel, Ab Roller Wheel for Core Workout with Knee Pad, and Training Guide for Men and Women (Orange)","AKC1","US","15.79","9.76","7.91","inches","4.94","pounds","0.7054","cubic feet","Standard-Size","3.73","0.0","2.2574","2023-11","11.7","weeks","2.4","0.0","USD","5.4215","--","N","N","0.9029727881481481","FBA_NEW_SELECTION:0.903","0.0"
"B07JD2H5KC","X001X335DX","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (2 x 1.4 inches)","ATL2","US","4.65","3.31","0.94","inches","0.04","pounds","0.0084","cubic feet","Standard-Size","0.83","0.0","0.007","2023-11","11.7","weeks","2.4","0.0","USD","0.0167","--","N","N","0.0","--","0.0"
"B07V1RBC2X","X0028O2PTV","VNFLY Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","ATL2","US","4.53","3.46","0.87","inches","0.09","pounds","0.0079","cubic feet","Standard-Size","0.23","0.0","0.0018","2023-11","11.7","weeks","2.4","0.0","USD","0.0044","--","N","N","0.0","--","0.0"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","0.07","0.0","3.0E-4","2023-11","11.7","weeks","2.4","0.0","USD","7.0E-4","--","N","N","0.0","--","0.03"
"B07V3C477B","X0028QD3SV","VNFLY Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","ATL2","US","3.2","1.4","1.0","inches","0.1","pounds","0.0026","cubic feet","Standard-Size","0.6","0.0","0.0014","2023-11","11.7","weeks","2.4","0.0","USD","0.0033","--","N","N","0.0","--","0.07"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","1.0","0.0","0.0405","2023-11","11.7","weeks","2.4","0.0","USD","0.0973","--","N","N","0.0","--","0.07"
"B07XX85V64","X002BBZSCH","Nidavellir Fist Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","5.75","3.46","2.36","inches","0.56","pounds","0.0272","cubic feet","Standard-Size","0.07","0.0","0.0018","2023-11","11.7","weeks","2.4","0.0","USD","0.0044","--","N","N","0.0","--","0.0"
"B07XX7TK7N","X002BC00R9","Nidavellir 2-Pack Fist Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","5.7","2.9","1.6","inches","0.55","pounds","0.0153","cubic feet","Standard-Size","1.03","0.0","0.0133","2023-11","11.7","weeks","2.4","0.0","USD","0.0318","--","N","N","0.0","--","0.17"
"B07Y2C5KM3","X002BGVME5","365Home 3-Pack Silver Hammer Keychain Bronze Glove Keychain Silver Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","ATL2","US","5.08","3.31","0.94","inches","0.28","pounds","0.0092","cubic feet","Standard-Size","0.43","0.0","0.004","2023-11","11.7","weeks","2.4","0.0","USD","0.0096","--","N","N","0.0","--","0.0"
"B07Z779DMH","X002CII6L9","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","ATL2","US","3.0","2.0","1.0","inches","0.1","pounds","0.0035","cubic feet","Standard-Size","0.5","0.0","0.0016","2023-11","11.7","weeks","2.4","0.0","USD","0.0039","--","N","N","0.0","--","0.03"
"B085LBD2JD","X002HF85EF","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","ATL2","US","4.13","3.46","0.87","inches","0.22","pounds","0.0072","cubic feet","Standard-Size","1.0","0.0","0.0072","2023-11","11.7","weeks","2.4","0.0","USD","0.0173","--","N","N","0.0","--","0.0"
