"snapshot-date","sku","fnsku","asin","product-name","condition","per-unit-volume","currency","volume-unit","country","qty-charged","amount-charged","surcharge-age-tier","rate-surcharge"
"2023-11-15T08:03:00+00:00","QQ-PCQL-S43B","X002L0EXYR","B08CXG45F4","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","New","0.0152","USD","cubic_feet","US","1","0.06","271-300","0.06"
"2023-11-15T08:02:00+00:00","CY-CI3D-CHYK","X002TM7I8Z","B08XWY4F7C","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom (1 Black & 1 White)","New","0.0463","USD","cubic_feet","US","2","0.35","271-300","0.175"
"2023-11-15T08:02:00+00:00","QQ-PCQL-S43B","X002L0EXYR","B08CXG45F4","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","New","0.0152","USD","cubic_feet","US","7","0.42","301-330","0.06"
"2023-11-15T08:01:00+00:00","N2-TZ76-G3JE","X002TMJW61","B08XWYR7PN","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 White)","New","0.0271","USD","cubic_feet","US","1","0.04","241-270","0.04"
"2023-11-15T08:01:00+00:00","CY-CI3D-CHYK","X002TM7I8Z","B08XWY4F7C","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom (1 Black & 1 White)","New","0.0463","USD","cubic_feet","US","1","0.07","241-270","0.07"
"2023-11-15T08:01:00+00:00","QQ-PCQL-S43B","X002L0EXYR","B08CXG45F4","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","New","0.0152","USD","cubic_feet","US","9","0.57","331-365","0.06333333333333332"
"2023-11-15T08:01:00+00:00","C5-3MBH-AW2X","X002CII6L9","B07Z779DMH","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","New","0.0035","USD","cubic_feet","US","1","0.00","181-210","0.0"
"2023-11-15T08:01:00+00:00","PQ-VAPU-PB7S","X002BC0MTF","B07XX87R29","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.0505","USD","cubic_feet","US","1","0.03","181-210","0.03"
"2023-11-15T08:00:00+00:00","HY-FPG1-H2SQ","X002UDBVHH","B08ZN9NFPK","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","New","0.0422","USD","cubic_feet","US","58","1.21","181-210","0.02"
"2023-11-15T08:00:00+00:00","N2-TZ76-G3JE","X002TMJW61","B08XWYR7PN","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 White)","New","0.0271","USD","cubic_feet","US","9","1.69","365+","0.19"
"2023-11-15T08:00:00+00:00","CY-CI3D-CHYK","X002TM7I8Z","B08XWY4F7C","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom (1 Black & 1 White)","New","0.0463","USD","cubic_feet","US","27","8.64","365+","0.32"
"2023-11-15T08:00:00+00:00","QQ-PCQL-S43B","X002L0EXYR","B08CXG45F4","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","New","0.0152","USD","cubic_feet","US","66","9.90","365+","0.15"
"2023-11-15T08:00:00+00:00","C5-3MBH-AW2X","X002CII6L9","B07Z779DMH","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","New","0.0035","USD","cubic_feet","US","15","0.05","211-240","0.005"
"2023-11-15T08:00:00+00:00","PQ-VAPU-PB7S","X002BC0MTF","B07XX87R29","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0.0505","USD","cubic_feet","US","40","2.02","211-240","0.05"
