"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","ACY1","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","13.0","0.0","0.6504","2023-07","11.3","weeks","0.87","0.0","USD","0.5629","--","N","N","0.0","--","0.03"
"B0BC82PT7P","X003DKUC8F","365Home 3-Pack Multifunction Vegetable Bean Cutter Slicer Peeler Frencher Stringer, Veggie Green Onion Pepper Slicer Shredder, Cucumber Carrot Potato Onion Chopper Dicer Cutter Tool with Container.","ACY1","US","6.06","4.49","4.37","inches","0.73","pounds","0.0688","cubic feet","Standard-Size","0.48","0.0","0.0333","2023-07","11.3","weeks","0.87","0.0","USD","0.0286","--","N","N","0.0","--","0.0"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (White & Gray)","ACY1","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","0.06","0.0","9.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","8.0E-4","--","N","N","0.0","--","0.0"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","ACY1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.35","0.0","0.0112","2023-07","11.3","weeks","0.87","0.0","USD","0.0096","--","N","N","0.0","--","0.16"
"B0C2Z6W4PC","X003SMO8PV","1TO3GO Pet Grooming Gloves Pet Hair Remover Cat, Dog Washing Gloves Silicone Heat Resistant Cleaning Gloves with High-Density Teeth Grooming Gloves for Dogs, Cats, Horses, Rabbits (2 Pairs - Blue)","ACY1","US","8.0","5.0","0.6","inches","0.25","pounds","0.0139","cubic feet","Standard-Size","0.77","0.0","0.0","2023-07","11.3","weeks","0.87","0.0","USD","0.0","--","N","N","0.009354838709677418","FBA_NEW_SELECTION:0.0094","0.0"
"B07RYPBYPV","X0026HUHVX","VNFLY Magnetic Hammer Shaped Beer Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","AFW1","US","6.69","3.82","2.2","inches","0.35","pounds","0.0325","cubic feet","Standard-Size","4.87","0.0","0.1585","2023-07","11.3","weeks","0.87","0.0","USD","0.1379","--","N","N","0.0","--","0.0"
"B084Z4Y8ZY","X002GW0GM3","365Home 2-Pack Our First Home 2023 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 2)","AFW1","US","3.0","2.0","0.2","inches","0.2","pounds","7.0E-4","cubic feet","Standard-Size","17.1","0.0","0.0116","2023-07","11.3","weeks","0.87","0.0","USD","0.0101","--","N","N","0.0","--","0.35"
"B085KZBCLD","X002HF7C9J","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","AFW1","US","4.49","3.35","0.75","inches","0.2","pounds","0.0065","cubic feet","Standard-Size","3.71","0.0","0.0232","2023-07","11.3","weeks","0.87","0.0","USD","0.0202","--","N","N","0.0","--","0.16"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","AFW1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","22.87","0.0","0.0803","2023-07","11.3","weeks","0.87","0.0","USD","0.0698","--","N","N","0.0","--","0.03"
"B08HWTQCLL","X002NATMU5","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","AFW1","US","2.28","1.73","0.55","inches","0.04","pounds","0.0013","cubic feet","Standard-Size","0.68","0.0","9.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","7.0E-4","--","N","N","0.0","--","0.0"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black & 1 White)","AFW1","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","4.0","0.0","0.1854","2023-07","11.3","weeks","0.87","0.0","USD","0.1613","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","AFW1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","19.87","0.0","0.8381","2023-07","11.3","weeks","0.87","0.0","USD","0.7287","--","N","N","0.0","--","0.0"
"B08ZNJQ2CN","X002UDIWNX","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 Black)","AFW1","US","8.9","5.24","2.83","inches","0.33","pounds","0.0764","cubic feet","Standard-Size","1.0","0.0","0.0764","2023-07","11.3","weeks","0.87","0.0","USD","0.0664","--","N","N","0.0","--","0.0"
"B09FPZNRX9","X0030CGYG5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","AFW1","US","4.88","3.62","2.8","inches","0.13","pounds","0.0286","cubic feet","Standard-Size","1.0","0.0","0.0286","2023-07","11.3","weeks","0.87","0.0","USD","0.0249","--","N","N","0.0","--","0.0"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","AGS1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","22.29","0.0","1.2193","2023-07","11.3","weeks","0.87","0.0","USD","1.0624","--","N","N","0.0","--","1.19"
"B0C69RGV1W","X003U2V3NT","1TO3GO Adjustable Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Improved o-Ring)","AGS1","US","7.72","6.54","1.26","inches","0.44","pounds","0.0368","cubic feet","Standard-Size","0.84","0.0","0.0202","2023-07","11.3","weeks","0.87","0.0","USD","0.0176","--","N","N","0.0","--","0.32"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AKC1","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","21.87","0.0","0.9484","2023-07","11.3","weeks","0.87","0.0","USD","0.8252","--","N","N","0.0","--","0.03"
"B07XYYC3FV","X002BETBI1","365Home 2-Pack New Home New Adventures Keychain Housewarming Gift New Home Gift Realtor Closing Gifts","AKC1","US","3.9","1.85","0.47","inches","0.07","pounds","0.002","cubic feet","Standard-Size","0.13","0.0","2.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","2.0E-4","--","N","N","0.0","--","0.03"
"B08ZNH5HQP","X002UDI1VV","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 White)","AKC1","US","7.32","4.88","3.23","inches","0.22","pounds","0.0668","cubic feet","Standard-Size","1.06","0.0","0.0668","2023-07","11.3","weeks","0.87","0.0","USD","0.0581","--","N","N","0.0","--","0.06"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","AKC1","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","10.32","0.0","0.5129","2023-07","11.3","weeks","0.87","0.0","USD","0.4462","--","N","N","0.0","--","0.1"
"B0BPHZT4JJ","X003KD945H","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (Black & Pink)","AKC1","US","4.13","3.31","1.46","inches","0.2","pounds","0.0116","cubic feet","Standard-Size","0.32","0.0","0.0037","2023-07","11.3","weeks","0.87","0.0","USD","0.0032","--","N","N","0.0","--","0.0"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","AKC1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.19","0.0","0.0112","2023-07","11.3","weeks","0.87","0.0","USD","0.0097","--","N","N","0.0","--","0.0"
"B0BKL72T9P","X003KZP4SV","365Home Spoon and Lid Rest, Spoon Rest with Lid Holder and Spill-proof Lid Lifter, Kitchen Gadgets Accessories for Cooking","AKC1","US","7.2","6.22","1.06","inches","0.22","pounds","0.0275","cubic feet","Standard-Size","0.06","0.0","9.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","8.0E-4","--","N","N","0.0","--","0.03"
"B0C1B86RC9","X003RX73ZX","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","AKC1","US","8.62","6.1","1.77","inches","0.51","pounds","0.0539","cubic feet","Standard-Size","0.35","0.0","0.0191","2023-07","11.3","weeks","0.87","0.0","USD","0.0166","--","N","N","0.0","--","0.0"
"B07JCQ6BBC","X001X3C7U5","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (1.8 x 1.27 inches)","ATL2","US","2.8","2.68","1.18","inches","0.04","pounds","0.0051","cubic feet","Standard-Size","0.26","0.0","0.001","2023-07","11.3","weeks","0.87","0.0","USD","9.0E-4","--","N","N","0.0","--","0.06"
"B07JVSHB8Z","X001X4V63D","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (2 x 1.19 inches)","ATL2","US","2.0","1.0","1.0","inches","0.05","pounds","0.0012","cubic feet","Standard-Size","0.03","0.0","0.0","2023-07","11.3","weeks","0.87","0.0","USD","0.0","--","N","N","0.0","--","0.0"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","0.1","0.0","8.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","7.0E-4","--","N","N","0.0","--","0.0"
"B07XX87R29","X002BC0MTF","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ATL2","US","7.64","4.33","2.64","inches","0.33","pounds","0.0505","cubic feet","Standard-Size","0.65","0.0","0.0326","2023-07","11.3","weeks","0.87","0.0","USD","0.0284","--","N","N","0.0","--","0.0"
"B07Y8B8RF8","X002BMBDKR","365Home 2-Pack Glove Keychain, Cool Gifts for Men, Husband, Boyfriend","ATL2","US","5.35","4.45","1.18","inches","0.18","pounds","0.0163","cubic feet","Standard-Size","0.29","0.0","0.0042","2023-07","11.3","weeks","0.87","0.0","USD","0.0037","--","N","N","0.0","--","0.03"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","ATL2","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","0.32","0.0","0.0011","2023-07","11.3","weeks","0.87","0.0","USD","0.001","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","ATL2","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","36.74","0.0","0.5565","2023-07","11.3","weeks","0.87","0.0","USD","0.4842","--","N","N","0.0","--","0.06"
"B08HWTY667","X002NAFPDX","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","ATL2","US","2.0","2.0","0.4","inches","0.05","pounds","9.0E-4","cubic feet","Standard-Size","0.13","0.0","1.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","1.0E-4","--","N","N","0.0","--","0.0"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black & 1 White)","ATL2","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","16.42","0.0","0.761","2023-07","11.3","weeks","0.87","0.0","USD","0.6649","--","N","N","0.0","--","0.0"
"B072JN8C2Q","X002UDBVHR","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 White)","ATL2","US","7.99","5.0","3.11","inches","0.29","pounds","0.0719","cubic feet","Standard-Size","2.77","0.0","0.1995","2023-07","11.3","weeks","0.87","0.0","USD","0.1735","--","N","N","0.0","--","0.0"
"B08ZNHTDXB","X002UDIWO7","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 Black)","ATL2","US","17.48","2.44","2.4","inches","0.57","pounds","0.0592","cubic feet","Standard-Size","0.77","0.0","0.0459","2023-07","11.3","weeks","0.87","0.0","USD","0.0399","--","N","N","0.0","--","0.0"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","ATL2","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","0.68","0.0","0.0162","2023-07","11.3","weeks","0.87","0.0","USD","0.0141","--","N","N","0.0","--","0.39"
"B0BNSWKG5N","X003K4UJW3","365Home 12 Packs Macaron Mobile Phone Screen Cleaning Keychain Wipes, Eyeglass Brush Cleaner, Computer Laptop Cell Phone Screen Cleaner Tool - Glass Cleaning Cloth","ATL2","US","5.04","4.02","1.61","inches","0.2","pounds","0.0189","cubic feet","Standard-Size","0.65","0.23","0.0079","2023-07","11.3","weeks","0.87","0.0","USD","0.0069","--","N","N","0.0","--","0.0"
"B0BNQT3YN6","X003K54XY7","365Home 4-Packs Car Window Breaker Seatbelt Cutter, 3-in-1 Glass Breaker and Seat Belt Cutter, Car Emergency Escape Tool with User Manual for Land and Underwater (Black Red Blue Yellow)","ATL2","US","7.44","5.24","2.44","inches","0.4","pounds","0.055","cubic feet","Standard-Size","2.45","0.0","0.119","2023-07","11.3","weeks","0.87","0.0","USD","0.1035","--","N","N","0.0","--","0.29"
"B0BG39X4ZF","X003K6AQYR","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","ATL2","US","7.6","6.5","1.18","inches","0.42","pounds","0.0337","cubic feet","Standard-Size","0.13","0.0","0.0022","2023-07","11.3","weeks","0.87","0.0","USD","0.0019","--","N","N","0.0","--","0.06"
"B0BPGJWBX2","X003KCWVET","365Home 2-Pack 2 in 1 Dumpling Maker Press, Dumpling Skin Maker Machine, Empanada Maker Press, Multifunctional DIY Manual Dumpling Press Mold Set (Orange, Green)","ATL2","US","10.63","9.8","3.9","inches","1.01","pounds","0.2351","cubic feet","Standard-Size","0.16","0.0","0.0303","2023-07","11.3","weeks","0.87","0.0","USD","0.0264","--","N","N","0.0","--","0.03"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","ATL2","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.77","0.0","0.0186","2023-07","11.3","weeks","0.87","0.0","USD","0.0162","--","N","N","0.0","--","0.61"
"B0BQ37X5M1","X003KK8B59","365Home?Upgrade?2 in 1 Dumpling Maker Press, Dumpling Skin Maker Machine, Empanada Maker Press, Multifunctional DIY Manual Dumpling Press Mold Set (Blue)","ATL2","US","10.91","5.39","2.91","inches","0.44","pounds","0.099","cubic feet","Standard-Size","0.26","0.0","0.0256","2023-07","11.3","weeks","0.87","0.0","USD","0.0222","--","N","N","0.0","--","0.0"
"B0C1B86RC9","X003RX73ZX","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","ATL2","US","8.62","6.1","1.77","inches","0.51","pounds","0.0539","cubic feet","Standard-Size","0.03","0.0","0.0017","2023-07","11.3","weeks","0.87","0.0","USD","0.0015","--","N","N","0.0","--","0.0"
"B0BPGJWBX2","X003KCWVET","365Home 2-Pack 2 in 1 Dumpling Maker Press, Dumpling Skin Maker Machine, Empanada Maker Press, Multifunctional DIY Manual Dumpling Press Mold Set (Orange, Green)","ATL7","US","10.63","9.8","3.9","inches","1.01","pounds","0.2351","cubic feet","Standard-Size","3.1","0.0","0.7281","2023-07","11.3","weeks","0.87","0.0","USD","0.63","--","N","N","0.0","--","0.0"
"B07V27BG9M","X0028ME04L","Nidavellir 2-Pack Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver & Bronze)","AUS2","US","4.96","3.43","1.14","inches","0.2","pounds","0.0112","cubic feet","Standard-Size","1.0","0.0","0.0112","2023-07","11.3","weeks","0.87","0.0","USD","0.0098","--","N","N","0.0","--","0.0"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AUS2","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","0.16","0.0","3.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","2.0E-4","--","N","N","0.0","--","0.13"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AUS2","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","23.52","0.0","1.0212","2023-07","11.3","weeks","0.87","0.0","USD","0.8884","--","N","N","0.0","--","0.0"
"B07XX6TFN3","X002BC0MVN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AUS2","US","9.61","5.0","2.09","inches","0.44","pounds","0.0581","cubic feet","Standard-Size","0.03","0.0","0.0019","2023-07","11.3","weeks","0.87","0.0","USD","0.0016","--","N","N","0.0","--","0.0"
"B07Y2C5KM3","X002BGVME5","365Home 3-Pack Silver Hammer Keychain Bronze Glove Keychain Silver Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","AUS2","US","5.08","3.31","0.94","inches","0.28","pounds","0.0092","cubic feet","Standard-Size","1.0","0.0","0.0092","2023-07","11.3","weeks","0.87","0.0","USD","0.008","--","N","N","0.0","--","0.0"
"B09FPZNRX9","X0030CGYG5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","AUS2","US","4.88","3.62","2.8","inches","0.13","pounds","0.0286","cubic feet","Standard-Size","0.03","0.0","9.0E-4","2023-07","11.3","weeks","0.87","0.0","USD","8.0E-4","--","N","N","0.0","--","0.0"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","AUS2","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","37.97","0.0","1.8946","2023-07","11.3","weeks","0.87","0.0","USD","1.6516","--","N","N","0.0","--","0.19"
"B0BG39X4ZF","X003K6AQYR","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","AUS2","US","7.6","6.5","1.18","inches","0.42","pounds","0.0337","cubic feet","Standard-Size","0.19","0.0","0.0065","2023-07","11.3","weeks","0.87","0.0","USD","0.0057","--","N","N","0.0","--","0.0"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (White & Gray)","AUS2","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","26.29","0.0","0.3671","2023-07","11.3","weeks","0.87","0.0","USD","0.3194","--","N","N","0.0","--","0.58"
"B0BPHZT4JJ","X003KD945H","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (Black & Pink)","AUS2","US","4.13","3.31","1.46","inches","0.2","pounds","0.0116","cubic feet","Standard-Size","20.32","0.0","0.2321","2023-07","11.3","weeks","0.87","0.0","USD","0.2019","--","N","N","0.0","--","0.23"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","AUS2","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","9.0","0.0","0.5053","2023-07","11.3","weeks","0.87","0.0","USD","0.4396","--","N","N","0.0","--","0.29"
