"asin","fnsku","product_name","fulfillment_center","country_code","longest_side","median_side","shortest_side","measurement_units","weight","weight_units","item_volume","volume_units","product_size_tier","average_quantity_on_hand","average_quantity_pending_removal","estimated_total_item_volume","month_of_charge","storage_utilization_ratio","storage_utilization_ratio_units","base_rate","utilization_surcharge_rate","currency","estimated_monthly_storage_fee","dangerous_goods_storage_type","eligible_for_inventory_discount","qualifies_for_inventory_discount","total_incentive_fee_amount","breakdown_incentive_fee_amount","average_quantity_customer_orders"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","ABQ1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.16","0.0","0.0056","2023-05","17.8","weeks","0.87","0.0","USD","0.0049","--","N","N","0.0","--","0.06"
"B0BPXDG3VW","X003KIV21L","365Home 6-Pack 3 in 1 Multifunctional Cleaning Brush, Bottle Gap Cleaner Brush, Cup Lid Cleaning Brush and 2-Pack Straw Cleaner Brush, Bottle and Straw Brush Cleaning Set","ABQ1","US","9.17","6.06","0.98","inches","0.68","pounds","0.0315","cubic feet","Standard-Size","6.45","0.97","0.1728","2023-05","17.8","weeks","0.87","0.0","USD","0.1504","--","N","N","0.0","--","0.97"
"B0C1B86RC9","X003RX73ZX","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self-Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","ABQ1","US","8.62","6.1","1.77","inches","0.51","pounds","0.0539","cubic feet","Standard-Size","0.03","0.0","0.0017","2023-05","17.8","weeks","0.87","0.0","USD","0.0015","--","N","N","0.0","--","0.0"
"B07JCQ6BBC","X001X3C7U5","VNFLY Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Craft Dollhouse Decoration, Cake Topper, Cake Decoration (1.8 x 1.27 inches)","ACY1","US","2.8","2.68","1.18","inches","0.04","pounds","0.0051","cubic feet","Standard-Size","0.03","0.0","2.0E-4","2023-05","17.8","weeks","0.87","0.0","USD","1.0E-4","--","N","N","0.0","--","0.0"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ACY1","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","0.97","0.0","0.0072","2023-05","17.8","weeks","0.87","0.0","USD","0.0062","--","N","N","0.0","--","0.13"
"B07V3C477B","X0028QD3SV","VNFLY Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","ACY1","US","3.2","1.4","1.0","inches","0.1","pounds","0.0026","cubic feet","Standard-Size","4.06","0.0","0.0105","2023-05","17.8","weeks","0.87","0.0","USD","0.0092","--","N","N","0.0","--","0.0"
"B07XX7TK7N","X002BC00R9","Nidavellir 2-Pack Fist Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ACY1","US","5.7","2.9","1.6","inches","0.55","pounds","0.0153","cubic feet","Standard-Size","1.26","0.0","0.0193","2023-05","17.8","weeks","0.87","0.0","USD","0.0168","--","N","N","0.0","--","0.0"
"B07XX6TFN3","X002BC0MVN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Bronze Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","ACY1","US","9.61","5.0","2.09","inches","0.44","pounds","0.0581","cubic feet","Standard-Size","0.32","0.0","0.0169","2023-05","17.8","weeks","0.87","0.0","USD","0.0147","--","N","N","0.0","--","0.03"
"B07Z779DMH","X002CII6L9","365Home Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Red Copper)","ACY1","US","3.0","2.0","1.0","inches","0.1","pounds","0.0035","cubic feet","Standard-Size","1.32","0.0","0.0046","2023-05","17.8","weeks","0.87","0.0","USD","0.004","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","ACY1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","0.84","0.0","0.0028","2023-05","17.8","weeks","0.87","0.0","USD","0.0025","--","N","N","0.0","--","0.03"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","ACY1","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","1.32","0.0","0.0201","2023-05","17.8","weeks","0.87","0.0","USD","0.0175","--","N","N","0.0","--","0.0"
"B08HWTY667","X002NAFPDX","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","ACY1","US","2.0","2.0","0.4","inches","0.05","pounds","9.0E-4","cubic feet","Standard-Size","2.23","0.0","0.0021","2023-05","17.8","weeks","0.87","0.0","USD","0.0018","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","ACY1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","0.58","0.0","0.0245","2023-05","17.8","weeks","0.87","0.0","USD","0.0213","--","N","N","0.0","--","0.0"
"B072JN8C2Q","X002UDBVHR","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 White)","ACY1","US","7.99","5.0","3.11","inches","0.29","pounds","0.0719","cubic feet","Standard-Size","2.0","0.0","0.1438","2023-05","17.8","weeks","0.87","0.0","USD","0.1251","--","N","N","0.0","--","0.0"
"B08ZNHTDXB","X002UDIWO7","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 Black)","ACY1","US","17.48","2.44","2.4","inches","0.57","pounds","0.0592","cubic feet","Standard-Size","0.61","0.0","0.0363","2023-05","17.8","weeks","0.87","0.0","USD","0.0316","--","N","N","0.0","--","0.0"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","ACY1","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","15.0","0.0","0.7523","2023-05","17.8","weeks","0.87","0.0","USD","0.6573","--","N","N","0.0","--","0.0"
"B0BG8CXVYP","X003FFCYHZ","Colorful Rotating Magic Ball Light, 2-Pack Magic Light Bulb with Sockets, Plug in Disco Ball Light Bulb for Home Room Dance Parties","ACY1","US","7.72","5.35","4.06","inches","0.64","pounds","0.097","cubic feet","Standard-Size","4.71","0.39","0.4069","2023-05","17.8","weeks","0.87","0.0","USD","0.354","--","N","N","0.0","--","0.13"
"B0BG39X4ZF","X003K6AQYR","1TO3GO Dog Training Collar with 4 Extra Links for Medium, Large and X-Large Dogs (Blue)","ACY1","US","7.6","6.5","1.18","inches","0.42","pounds","0.0337","cubic feet","Standard-Size","1.1","0.0","0.0348","2023-05","17.8","weeks","0.87","0.0","USD","0.0303","--","N","N","0.0","--","0.06"
"B0BPGJWBX2","X003KCWVET","365Home 2-Pack 2 in 1 Dumpling Maker Press, Dumpling Skin Maker Machine, Empanada Maker Press, Multifunctional DIY Manual Dumpling Press Mold Set (Orange, Green)","ACY1","US","10.63","9.8","3.9","inches","1.01","pounds","0.2351","cubic feet","Standard-Size","0.26","0.0","0.0455","2023-05","17.8","weeks","0.87","0.0","USD","0.0396","--","N","N","0.0","--","0.06"
"B0BPHXQM78","X003KD711B","365Home 2-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger (White & Gray)","ACY1","US","4.49","3.5","1.57","inches","0.22","pounds","0.0143","cubic feet","Standard-Size","0.23","0.0","0.0023","2023-05","17.8","weeks","0.87","0.0","USD","0.002","--","N","N","0.0","--","0.06"
"B0BPHZ362T","X003KD97CR","365Home 4-Pack 2 in 1 Silicone Charger Protector with Cord Wrap, iPhone Silicone Power Adapter Case, Snapback Charger Winder, Compatible with iPhone 12/13/14 Charger","ACY1","US","8.9","6.34","1.77","inches","0.37","pounds","0.0578","cubic feet","Standard-Size","0.65","0.0","0.0168","2023-05","17.8","weeks","0.87","0.0","USD","0.0146","--","N","N","0.0","--","0.39"
"B0BR3PJZJ4","X003KX4KVZ","365Home 2-Pack Spoon and Lid Rest, Spoon Rest with Lid Holder and 2-Pack Spill-proof Lid Lifter, Spatula Ladle Utensil Rest for Kitchen Counter, Gadgets Accessories for Cooking","ACY1","US","8.54","7.83","2.13","inches","0.53","pounds","0.0824","cubic feet","Standard-Size","0.35","0.0","0.0239","2023-05","17.8","weeks","0.87","0.0","USD","0.0208","--","N","N","0.0","--","0.06"
"B0BTHS2ZC7","X003OWLNH1","365Home 8-Pack Adhesive Punch-Free Socket Holder, Self-Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount, Suitable for WiFi Routers, Remote Controls, Tissue Boxes","ACY1","US","5.75","4.65","1.93","inches","0.38","pounds","0.0298","cubic feet","Standard-Size","1.81","0.0","0.0539","2023-05","17.8","weeks","0.87","0.0","USD","0.0469","--","N","N","0.0","--","0.0"
"B0C1B86RC9","X003RX73ZX","365Home 10-Pack Adhesive Punch-Free Socket Holder, Self-Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount with 20 Pcs Cable Organizer Clips, Suitable for WiFi Routers, Remote Controls","ACY1","US","8.62","6.1","1.77","inches","0.51","pounds","0.0539","cubic feet","Standard-Size","0.13","0.0","0.0069","2023-05","17.8","weeks","0.87","0.0","USD","0.006","--","N","N","0.0","--","0.0"
"B0C27BLGV1","X003SARIMN","VNFLY 4-Pack Cute Keychain Lovely Animal Characters, Mini Figure Collection Playset, Plant Pot Decoration, Cake Topper Decoration","ACY1","US","4.65","3.31","0.94","inches","0.04","pounds","0.0084","cubic feet","Standard-Size","1.06","0.0","0.0089","2023-05","17.8","weeks","0.87","0.0","USD","0.0078","--","N","N","0.0","--","0.0"
"B07RYPBYPV","X0026HUHVX","VNFLY Magnetic Hammer Shaped Beer Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Silver)","AFW1","US","6.69","3.82","2.2","inches","0.35","pounds","0.0325","cubic feet","Standard-Size","8.74","0.0","0.2834","2023-05","17.8","weeks","0.87","0.0","USD","0.2465","--","N","N","0.0","--","0.03"
"B07V278VJ1","X0028N5BQ1","Nidavellir Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AFW1","US","3.2","1.8","0.04","inches","0.5","pounds","1.0E-4","cubic feet","Standard-Size","0.65","0.0","1.0E-4","2023-05","17.8","weeks","0.87","0.0","USD","1.0E-4","--","N","N","0.0","--","0.0"
"B07Y2C5KM3","X002BGVME5","365Home 3-Pack Silver Hammer Keychain Bronze Glove Keychain Silver Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","AFW1","US","5.08","3.31","0.94","inches","0.28","pounds","0.0092","cubic feet","Standard-Size","1.0","0.0","0.0092","2023-05","17.8","weeks","0.87","0.0","USD","0.008","--","N","N","0.0","--","0.0"
"B07Y8DR1KJ","X002BMC33N","365Home 3-Pack Silver Axe Keychain Red Glove Keychain Silver Hammer Keychain, Cool Gifts for Men, Husband, Boyfriend","AFW1","US","5.31","3.86","1.14","inches","0.3","pounds","0.0135","cubic feet","Standard-Size","1.0","0.0","0.0135","2023-05","17.8","weeks","0.87","0.0","USD","0.0118","--","N","N","0.0","--","0.0"
"B084Z4Y8ZY","X002GW0GM3","365Home 2-Pack Our First Home 2023 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 2)","AFW1","US","3.0","2.0","0.2","inches","0.2","pounds","7.0E-4","cubic feet","Standard-Size","32.87","0.0","0.0227","2023-05","17.8","weeks","0.87","0.0","USD","0.0198","--","N","N","0.0","--","0.16"
"B085KZBCLD","X002HF7C9J","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend","AFW1","US","4.49","3.35","0.75","inches","0.2","pounds","0.0065","cubic feet","Standard-Size","10.71","0.0","0.0699","2023-05","17.8","weeks","0.87","0.0","USD","0.0608","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","AFW1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","27.39","0.0","0.0962","2023-05","17.8","weeks","0.87","0.0","USD","0.0837","--","N","N","0.0","--","0.0"
"B08HWTQCLL","X002NATMU5","Nidavellir Shield Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend (Bronze)","AFW1","US","2.28","1.73","0.55","inches","0.04","pounds","0.0013","cubic feet","Standard-Size","1.0","0.0","0.0013","2023-05","17.8","weeks","0.87","0.0","USD","0.0011","--","N","N","0.0","--","0.0"
"B08XWY4F7C","X002TM7I8Z","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (1 Black & 1 White)","AFW1","US","6.97","4.06","2.83","inches","0.15","pounds","0.0463","cubic feet","Standard-Size","4.0","0.0","0.1854","2023-05","17.8","weeks","0.87","0.0","USD","0.1613","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","AFW1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","21.0","0.0","0.8857","2023-05","17.8","weeks","0.87","0.0","USD","0.7683","--","N","N","0.0","--","0.0"
"B08ZNJQ2CN","X002UDIWNX","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 Black)","AFW1","US","8.9","5.24","2.83","inches","0.33","pounds","0.0764","cubic feet","Standard-Size","1.0","0.0","0.0764","2023-05","17.8","weeks","0.87","0.0","USD","0.0664","--","N","N","0.0","--","0.0"
"B09FPZNRX9","X0030CGYG5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Blacks)","AFW1","US","4.88","3.62","2.8","inches","0.13","pounds","0.0286","cubic feet","Standard-Size","1.0","0.0","0.0286","2023-05","17.8","weeks","0.87","0.0","USD","0.0249","--","N","N","0.0","--","0.0"
"B09NR1LC4C","X0033S6WEF","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 3)","AFW1","US","3.9","1.85","0.47","inches","0.07","pounds","0.002","cubic feet","Standard-Size","2.0","0.0","0.0039","2023-05","17.8","weeks","0.87","0.0","USD","0.0034","--","N","N","0.0","--","0.0"
"B09791N7TS","X0033SE0N5","365Home 2-Pack Our First Home 2022 Keychain Housewarming Gift New Home Gift Realtor Closing Gifts (Our First Home 4)","AFW1","US","4.45","3.9","0.39","inches","0.04","pounds","0.0039","cubic feet","Standard-Size","7.0","0.0","0.0274","2023-05","17.8","weeks","0.87","0.0","USD","0.0239","--","N","N","0.0","--","0.0"
"B07XX7TK7N","X002BC00R9","Nidavellir 2-Pack Fist Beer Opener and Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AGS1","US","5.7","2.9","1.6","inches","0.55","pounds","0.0153","cubic feet","Standard-Size","0.1","0.0","0.0015","2023-05","17.8","weeks","0.87","0.0","USD","0.0015","--","N","N","0.0","--","0.0"
"B08ZN9NFPK","X002UDBVHH","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 White)","AGS1","US","6.26","4.41","2.64","inches","0.26","pounds","0.0422","cubic feet","Standard-Size","0.1","0.0","0.0041","2023-05","17.8","weeks","0.87","0.0","USD","0.0042","--","N","N","0.0","--","0.0"
"B08ZNHTDXB","X002UDIWO7","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (4 Black)","AGS1","US","17.48","2.44","2.4","inches","0.57","pounds","0.0592","cubic feet","Standard-Size","0.06","0.0","0.0038","2023-05","17.8","weeks","0.87","0.0","USD","0.0039","--","N","N","0.0","--","0.0"
"B0BR3PJZJ4","X003KX4KVZ","365Home 2-Pack Spoon and Lid Rest, Spoon Rest with Lid Holder and 2-Pack Spill-proof Lid Lifter, Spatula Ladle Utensil Rest for Kitchen Counter, Gadgets Accessories for Cooking","AGS1","US","8.54","7.83","2.13","inches","0.53","pounds","0.0824","cubic feet","Standard-Size","0.06","0.0","0.0053","2023-05","17.8","weeks","0.87","0.0","USD","0.0055","--","N","N","0.0","--","0.0"
"B0BKL72T9P","X003KZP4SV","365Home Spoon and Lid Rest, Spoon Rest with Lid Holder and Spill-proof Lid Lifter, Kitchen Gadgets Accessories for Cooking","AGS1","US","7.2","6.22","1.06","inches","0.22","pounds","0.0275","cubic feet","Standard-Size","0.45","0.0","0.0124","2023-05","17.8","weeks","0.87","0.0","USD","0.0129","--","N","N","0.0","--","0.0"
"B0BTHS2ZC7","X003OWLNH1","365Home 8-Pack Adhesive Punch-Free Socket Holder, Self-Adhesive Desktop Socket Fixer, Power Strip Holder Wall Mount, Suitable for WiFi Routers, Remote Controls, Tissue Boxes","AGS1","US","5.75","4.65","1.93","inches","0.38","pounds","0.0298","cubic feet","Standard-Size","0.06","0.0","0.0019","2023-05","17.8","weeks","0.87","0.0","USD","0.002","--","N","N","0.0","--","0.0"
"B07V279H18","X0028QC9OP","Nidavellir 2-Pack Hammer Keychain Bottle Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AKC1","US","4.0","3.7","1.0","inches","0.25","pounds","0.0086","cubic feet","Standard-Size","0.1","0.0","3.0E-4","2023-05","17.8","weeks","0.87","0.0","USD","2.0E-4","--","N","N","0.0","--","0.06"
"B07V5FRPQR","X0028QCO2R","VNFLY Glove Keychain Glove Key Ring, Cool Gifts for Men, Husband, Boyfriend","AKC1","US","4.37","1.65","1.34","inches","0.12","pounds","0.0056","cubic feet","Standard-Size","2.77","0.0","0.0155","2023-05","17.8","weeks","0.87","0.0","USD","0.0135","--","N","N","0.0","--","0.0"
"B07XX7P9F6","X002BBZPYN","Nidavellir 2-Pack Magnetic Hammer Shaped Beer Opener and Glove Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","AKC1","US","6.46","5.28","2.2","inches","0.35","pounds","0.0434","cubic feet","Standard-Size","26.26","0.0","1.1403","2023-05","17.8","weeks","0.87","0.0","USD","0.992","--","N","N","0.0","--","0.0"
"B085L7PY6Z","X002HF85EP","365Home Metal Hammer Keychain Hammer Key Ring, Cool Gifts for Men, Husband, Boyfriend (Silver)","AKC1","US","3.15","1.89","1.02","inches","0.2","pounds","0.0035","cubic feet","Standard-Size","4.06","0.0","0.0143","2023-05","17.8","weeks","0.87","0.0","USD","0.0124","--","N","N","0.0","--","0.0"
"B08CXG45F4","X002L0EXYR","365Home 2-Pack Hammer Keychain and Axe Keychain, Cool Gifts for Men, Husband, Boyfriend","AKC1","US","5.7","4.6","1.0","inches","0.17","pounds","0.0152","cubic feet","Standard-Size","0.19","0.0","0.0024","2023-05","17.8","weeks","0.87","0.0","USD","0.0021","--","N","N","0.0","--","0.03"
"B08ZNH5HQP","X002UDI1VV","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (3 White)","AKC1","US","7.32","4.88","3.23","inches","0.22","pounds","0.0668","cubic feet","Standard-Size","2.0","0.0","0.1335","2023-05","17.8","weeks","0.87","0.0","USD","0.1162","--","N","N","0.0","--","0.0"
"B08ZNH2YZW","X002UDI1W5","365Home Hanging Utensil Holder Hooks Kitchen Utensil Hanger Wall Mount 360 Degrees Rotating Folding Hook Self Adhesive Hook Utensil Rack with 6 Hooks for Kitchen Bathroom Cabinet (2 Black & 2 White)","AKC1","US","7.72","5.28","2.6","inches","0.31","pounds","0.0613","cubic feet","Standard-Size","0.39","0.0","0.0237","2023-05","17.8","weeks","0.87","0.0","USD","0.0207","--","N","N","0.0","--","0.0"
"B0B42L59Q7","X003A8B6O9","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin, Roller Cutter and Manual Instruction","AKC1","US","13.66","10.47","1.3","inches","0.95","pounds","0.1076","cubic feet","Standard-Size","4.87","3.1","0.1909","2023-05","17.8","weeks","0.87","0.0","USD","0.1661","--","N","N","0.0","--","0.03"
"B0B42HXW3P","X003A8GAYP","365Home Bowl Cozy Template 3 Sizes, Bowl Cozy Pattern Template, Bowl Cozy Template Cutting Ruler Set with 40 Pcs of Sewing Pin and Manual Instruction","AKC1","US","11.89","11.57","0.63","inches","0.71","pounds","0.0502","cubic feet","Standard-Size","17.26","0.0","0.8591","2023-05","17.8","weeks","0.87","0.0","USD","0.7474","--","N","N","0.0","--","0.13"
"B0BC8YQDHF","X003DL1VHZ","365Home 2-Pack Vegetable Green Bean Onion Pepper Cutter Slicer Frencher Shredder, 3-in-1 Multifunctional Fruit Vegetable Apple Cucumber Tomato Carrot Potato Peeler with Rotating Head","AKC1","US","4.96","4.02","2.68","inches","0.2","pounds","0.0309","cubic feet","Standard-Size","0.48","0.0","0.015","2023-05","17.8","weeks","0.87","0.0","USD","0.013","--","N","N","0.0","--","0.0"
"B0BG8CXVYP","X003FFCYHZ","Colorful Rotating Magic Ball Light, 2-Pack Magic Light Bulb with Sockets, Plug in Disco Ball Light Bulb for Home Room Dance Parties","AKC1","US","7.72","5.35","4.06","inches","0.64","pounds","0.097","cubic feet","Standard-Size","11.0","1.06","0.9641","2023-05","17.8","weeks","0.87","0.0","USD","0.8388","--","N","N","0.0","--","0.0"
