"snapshot-date","sku","fnsku","asin","product-name","condition","qty-charged-long-time-range-long-term-storage-fee","per-unit-volume","currency","long-time-range-long-term-storage-fee","qty-charged-short-time-range-long-term-storage-fee","short-time-range-long-term-storage-fee","volume-unit","country","enrolled-in-small-and-light"
"2022-11-15T08:00:00+00:00","TX-KPSQ-SPQ1","X0028QCO2R","B07V5FRPQR","VNFLY Glove Keychain Glove Key Ring, Cool Gifts for Men, Husband, Boyfriend","New","0","0.0056","USD","0.00","17","0.15","cubic_feet","US","N"
"2022-11-15T08:00:00+00:00","3C-8GVG-8KV6","X0028N5BQ1","B07V278VJ1","Nidavellir Hammer Keychain Bottle Opener, Beer Gifts Bottle Opener for Men, Husband, Dad, Grandpa, Boyfriend","New","0","1.0E-4","USD","0.00","30","0.00","cubic_feet","US","N"
